STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750209,-9999, , , ,9999,-9999, , , ,9999,300, , ,I,9999,90, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750210,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,90, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750211,-9999, , , ,9999,-9999, , , ,9999,270, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750212,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,90, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750214,-9999, , , ,9999,-9999, , , ,9999,290, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750218,-9999, , , ,9999,-9999, , , ,9999,290, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750220,-9999, , , ,9999,-9999, , , ,9999,280, , ,I,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750221,-9999, , , ,9999,-9999, , , ,9999,300, , ,I,9999,100, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750222,-9999, , , ,9999,-9999, , , ,9999,300, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750223,-9999, , , ,9999,-9999, , , ,9999,300, , ,I,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750224,-9999, , , ,9999,-9999, , , ,9999,320, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19750227,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,100, , ,I,9999
